edad,renuncia,viajes,tarifa_diaria,departamento,distancia_al_trabajo,educacion,campo_de_educacion,conteo_de_empleados,numero_de_empleado,satisfaccion_ambiente,genero,tarifa_por_hora,involucracion_laboral,nivel_laboral,rol_laboral,satisfaccion_laboral,estado_civil,ingreso_mensual,tarifa_mensual,num_empresas_trabajadas,horas_extras,incremento_salarial_porcentaje,calificacion_de_rendimiento,satisfaccion_relacion,horas_estandar,nivel_de_stock,aí±os_trabajando,num_entrenamientos_aí±o,balance_vida_trabajo,aí±os_en_la_empresa,aí±os_en_el_puesto,aí±os_desde_ultimo_ascenso,aí±os_con_actual_supervisor
45,No,Viaja_Raramente,950,Investigación y Desarrollo,28,3,Grado Tí©cnico,1,1546,4,Masculino,97,3,1,Cientí­fico de Investigación,4,Casado,2132,4585,4,No,20,4,4,80,1,8,3,3,5,4,0,3
42,No,Viaja_Frecuentemente,288,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,1547,4,Masculino,40,3,3,Representante de Salud,4,Casado,10124,18611,2,Si,14,3,3,80,1,24,3,1,20,8,13,9
40,No,Viaja_Raramente,1342,Ventas,9,2,Medicina,1,1548,1,Masculino,47,3,2,Ejecutivo de Ventas,1,Casado,5473,19345,0,No,12,3,4,80,0,9,5,4,8,4,7,1
33,No,Viaja_Raramente,589,Investigación y Desarrollo,28,4,Ciencias de la Vida,1,1549,2,Masculino,79,3,2,Técnico de Laboratorio,3,Casado,5207,22949,1,Si,12,3,2,80,1,15,3,3,15,14,5,7
40,No,Viaja_Raramente,898,Recursos Humanos,6,2,Medicina,1,1550,3,Masculino,38,3,4,Gerente,4,Soltero,16437,17381,1,Si,21,4,4,80,0,21,2,3,21,7,7,7
24,No,Viaja_Raramente,350,Investigación y Desarrollo,21,2,Grado Tí©cnico,1,1551,3,Masculino,57,2,1,Técnico de Laboratorio,1,Divorciado,2296,10036,0,No,14,3,2,80,3,2,3,3,1,1,0,0
40,No,No_Viaja,1142,Investigación y Desarrollo,8,2,Ciencias de la Vida,1,1552,4,Masculino,72,3,2,Representante de Salud,4,Divorciado,4069,8841,3,Si,18,3,3,80,0,8,2,3,2,2,2,2
45,No,Viaja_Raramente,538,Investigación y Desarrollo,1,4,Grado Tí©cnico,1,1553,1,Masculino,66,3,3,Representante de Salud,2,Divorciado,7441,20933,1,No,12,3,1,80,3,10,4,3,10,8,7,7
35,No,Viaja_Raramente,1402,Ventas,28,4,Ciencias de la Vida,1,1554,2,Femenino,98,2,1,Representante de Ventas,3,Casado,2430,26204,0,No,23,4,1,80,2,6,5,3,5,3,4,2
32,No,Viaja_Raramente,824,Investigación y Desarrollo,5,2,Ciencias de la Vida,1,1555,4,Femenino,67,2,2,Cientí­fico de Investigación,2,Casado,5878,15624,3,No,12,3,1,80,1,12,2,3,7,1,2,5
36,No,Viaja_Raramente,1157,Ventas,2,4,Ciencias de la Vida,1,1556,3,Masculino,70,3,1,Representante de Ventas,4,Soltero,2644,17001,3,Si,21,4,4,80,0,7,3,2,3,2,1,2
48,No,Viaja_Raramente,492,Ventas,16,4,Ciencias de la Vida,1,1557,3,Femenino,96,3,2,Ejecutivo de Ventas,3,Divorciado,6439,13693,8,No,14,3,3,80,1,18,2,3,8,7,7,7
29,No,Viaja_Raramente,598,Investigación y Desarrollo,9,3,Ciencias de la Vida,1,1558,3,Masculino,91,4,1,Cientí­fico de Investigación,3,Casado,2451,22376,6,No,18,3,1,80,2,5,2,2,1,0,0,0
33,No,Viaja_Raramente,1242,Ventas,8,4,Ciencias de la Vida,1,1560,1,Masculino,46,3,2,Ejecutivo de Ventas,1,Casado,6392,10589,2,No,13,3,4,80,1,8,6,1,2,2,2,2
30,Si,Viaja_Raramente,740,Ventas,1,3,Ciencias de la Vida,1,1562,2,Masculino,64,2,2,Ejecutivo de Ventas,1,Casado,9714,5323,1,No,11,3,4,80,1,10,4,3,10,8,6,7
38,No,Viaja_Frecuentemente,888,Recursos Humanos,10,4,Recursos Humanos,1,1563,3,Masculino,71,3,2,Recursos Humanos,3,Casado,6077,14814,3,No,11,3,3,80,0,10,2,3,6,3,1,2
35,No,Viaja_Raramente,992,Investigación y Desarrollo,1,3,Medicina,1,1564,4,Masculino,68,2,1,Técnico de Laboratorio,1,Soltero,2450,21731,1,No,19,3,2,80,0,3,3,3,3,0,1,2
30,No,Viaja_Raramente,1288,Ventas,29,4,Grado Tí©cnico,1,1568,3,Masculino,33,3,3,Ejecutivo de Ventas,2,Casado,9250,17799,3,No,12,3,2,80,1,9,3,3,4,2,1,3
35,Si,Viaja_Raramente,104,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,1569,1,Femenino,69,3,1,Técnico de Laboratorio,1,Divorciado,2074,26619,1,Si,12,3,4,80,1,1,2,3,1,0,0,0
53,Si,Viaja_Raramente,607,Investigación y Desarrollo,2,5,Grado Tí©cnico,1,1572,3,Femenino,78,2,3,Director de Manufactura,4,Casado,10169,14618,0,No,16,3,2,80,1,34,4,3,33,7,1,9
38,Si,Viaja_Raramente,903,Investigación y Desarrollo,2,3,Medicina,1,1573,3,Masculino,81,3,2,Director de Manufactura,2,Casado,4855,7653,4,No,11,3,1,80,2,7,2,3,5,2,1,4
32,No,No_Viaja,1200,Investigación y Desarrollo,1,4,Grado Tí©cnico,1,1574,4,Masculino,62,3,2,Cientí­fico de Investigación,1,Casado,4087,25174,4,No,14,3,2,80,1,9,3,2,6,5,1,2
48,No,Viaja_Raramente,1108,Investigación y Desarrollo,15,4,Otro,1,1576,3,Femenino,65,3,1,Cientí­fico de Investigación,1,Casado,2367,16530,8,No,12,3,4,80,1,10,3,2,8,2,7,6
34,No,Viaja_Raramente,479,Investigación y Desarrollo,7,4,Medicina,1,1577,1,Masculino,35,3,1,Cientí­fico de Investigación,4,Soltero,2972,22061,1,No,13,3,3,80,0,1,4,1,1,0,0,0
55,No,Viaja_Raramente,685,Ventas,26,5,Mercadeo,1,1578,3,Masculino,60,2,5,Gerente,4,Casado,19586,23037,1,No,21,4,3,80,1,36,3,3,36,6,2,13
34,No,Viaja_Raramente,1351,Investigación y Desarrollo,1,4,Ciencias de la Vida,1,1580,2,Masculino,45,3,2,Cientí­fico de Investigación,4,Casado,5484,13008,9,No,17,3,2,80,1,9,3,2,2,2,2,1
26,No,Viaja_Raramente,474,Investigación y Desarrollo,3,3,Ciencias de la Vida,1,1581,1,Femenino,89,3,1,Cientí­fico de Investigación,4,Casado,2061,11133,1,No,21,4,1,80,0,1,5,3,1,0,0,0
38,No,Viaja_Raramente,1245,Ventas,14,3,Ciencias de la Vida,1,1582,3,Masculino,80,3,2,Ejecutivo de Ventas,2,Casado,9924,12355,0,No,11,3,4,80,1,10,3,3,9,8,7,7
38,No,Viaja_Raramente,437,Ventas,16,3,Ciencias de la Vida,1,1583,2,Femenino,90,3,2,Ejecutivo de Ventas,2,Soltero,4198,16379,2,No,12,3,2,80,0,8,5,4,3,2,1,2
36,No,Viaja_Raramente,884,Ventas,1,4,Ciencias de la Vida,1,1585,2,Femenino,73,3,2,Ejecutivo de Ventas,3,Soltero,6815,21447,6,No,13,3,1,80,0,15,5,3,1,0,0,0
29,No,Viaja_Raramente,1370,Investigación y Desarrollo,3,1,Medicina,1,1586,2,Masculino,87,3,1,Técnico de Laboratorio,1,Soltero,4723,16213,1,Si,18,3,4,80,0,10,3,3,10,9,1,5
35,No,Viaja_Raramente,670,Investigación y Desarrollo,10,4,Medicina,1,1587,1,Femenino,51,3,2,Representante de Salud,3,Soltero,6142,4223,3,Si,16,3,3,80,0,10,4,3,5,2,0,4
39,No,Viaja_Raramente,1462,Ventas,6,3,Medicina,1,1588,4,Masculino,38,4,3,Ejecutivo de Ventas,3,Casado,8237,4658,2,No,11,3,1,80,1,11,3,3,7,6,7,6
29,No,Viaja_Frecuentemente,995,Investigación y Desarrollo,2,1,Ciencias de la Vida,1,1590,1,Masculino,87,3,2,Representante de Salud,4,Divorciado,8853,24483,1,No,19,3,4,80,1,6,0,4,6,4,1,3
50,No,Viaja_Raramente,264,Ventas,9,3,Mercadeo,1,1591,3,Masculino,59,3,5,Gerente,3,Casado,19331,19519,4,Si,16,3,3,80,1,27,2,3,1,0,0,0
23,No,Viaja_Raramente,977,Investigación y Desarrollo,10,3,Grado Tí©cnico,1,1592,4,Masculino,45,4,1,Cientí­fico de Investigación,3,Casado,2073,12826,2,No,16,3,4,80,1,4,2,3,2,2,2,2
36,No,Viaja_Frecuentemente,1302,Investigación y Desarrollo,6,4,Ciencias de la Vida,1,1594,1,Masculino,80,4,2,Técnico de Laboratorio,1,Casado,5562,19711,3,Si,13,3,4,80,1,9,3,3,3,2,0,2
42,No,Viaja_Raramente,1059,Investigación y Desarrollo,9,2,Otro,1,1595,4,Masculino,93,2,5,Gerente,4,Soltero,19613,26362,8,No,22,4,4,80,0,24,2,3,1,0,0,1
35,No,Viaja_Raramente,750,Investigación y Desarrollo,28,3,Ciencias de la Vida,1,1596,2,Masculino,46,4,2,Técnico de Laboratorio,3,Casado,3407,25348,1,No,17,3,4,80,2,10,3,2,10,9,6,8
34,No,Viaja_Frecuentemente,653,Investigación y Desarrollo,10,4,Grado Tí©cnico,1,1597,4,Masculino,92,2,2,Representante de Salud,3,Casado,5063,15332,1,No,14,3,2,80,1,8,3,2,8,2,7,7
40,No,Viaja_Raramente,118,Ventas,14,2,Ciencias de la Vida,1,1598,4,Femenino,84,3,2,Ejecutivo de Ventas,1,Casado,4639,11262,1,No,15,3,3,80,1,5,2,3,5,4,1,2
43,No,Viaja_Raramente,990,Investigación y Desarrollo,27,3,Grado Tí©cnico,1,1599,4,Masculino,87,4,1,Técnico de Laboratorio,2,Divorciado,4876,5855,5,No,12,3,3,80,1,8,0,3,6,4,0,2
35,No,Viaja_Raramente,1349,Investigación y Desarrollo,7,2,Ciencias de la Vida,1,1601,3,Masculino,63,2,1,Técnico de Laboratorio,4,Casado,2690,7713,1,No,18,3,4,80,1,1,5,2,1,0,0,1
46,No,Viaja_Raramente,563,Ventas,1,4,Ciencias de la Vida,1,1602,4,Masculino,56,4,4,Gerente,1,Soltero,17567,3156,1,No,15,3,2,80,0,27,5,1,26,0,0,12
28,Si,Viaja_Raramente,329,Investigación y Desarrollo,24,3,Medicina,1,1604,3,Masculino,51,3,1,Técnico de Laboratorio,2,Casado,2408,7324,1,Si,17,3,3,80,3,1,3,3,1,1,0,0
22,No,No_Viaja,457,Investigación y Desarrollo,26,2,Otro,1,1605,2,Femenino,85,2,1,Cientí­fico de Investigación,3,Casado,2814,10293,1,Si,14,3,2,80,0,4,2,2,4,2,1,3
50,No,Viaja_Frecuentemente,1234,Investigación y Desarrollo,20,5,Medicina,1,1606,2,Masculino,41,3,4,Representante de Salud,3,Casado,11245,20689,2,Si,15,3,3,80,1,32,3,3,30,8,12,13
32,No,Viaja_Raramente,634,Investigación y Desarrollo,5,4,Otro,1,1607,2,Femenino,35,4,1,Cientí­fico de Investigación,4,Casado,3312,18783,3,No,17,3,4,80,2,6,3,3,3,2,0,2
44,No,Viaja_Raramente,1313,Investigación y Desarrollo,7,3,Medicina,1,1608,2,Femenino,31,3,5,Director de Investigación,4,Divorciado,19049,3549,0,Si,14,3,4,80,1,23,4,2,22,7,1,10
30,No,Viaja_Raramente,241,Investigación y Desarrollo,7,3,Medicina,1,1609,2,Masculino,48,2,1,Cientí­fico de Investigación,2,Casado,2141,5348,1,No,12,3,2,80,1,6,3,2,6,4,1,1
45,No,Viaja_Raramente,1015,Investigación y Desarrollo,5,5,Medicina,1,1611,3,Femenino,50,1,2,Técnico de Laboratorio,1,Soltero,5769,23447,1,Si,14,3,1,80,0,10,3,3,10,7,1,4
45,No,No_Viaja,336,Ventas,26,3,Mercadeo,1,1612,1,Masculino,52,2,2,Ejecutivo de Ventas,1,Casado,4385,24162,1,No,15,3,1,80,1,10,2,3,10,7,4,5
31,No,Viaja_Frecuentemente,715,Ventas,2,4,Otro,1,1613,4,Masculino,54,3,2,Ejecutivo de Ventas,1,Soltero,5332,21602,7,No,13,3,4,80,0,10,3,3,5,2,0,3
36,No,Viaja_Raramente,559,Investigación y Desarrollo,12,4,Ciencias de la Vida,1,1614,3,Femenino,76,3,2,Director de Manufactura,3,Casado,4663,12421,9,Si,12,3,2,80,2,7,2,3,3,2,1,1
34,No,Viaja_Frecuentemente,426,Investigación y Desarrollo,10,4,Ciencias de la Vida,1,1615,3,Masculino,42,4,2,Director de Manufactura,4,Divorciado,4724,17000,1,No,13,3,1,80,1,9,3,3,9,7,7,2
49,No,Viaja_Raramente,722,Investigación y Desarrollo,25,4,Ciencias de la Vida,1,1617,3,Femenino,84,3,1,Técnico de Laboratorio,1,Casado,3211,22102,1,No,14,3,4,80,1,10,3,2,9,6,1,4
39,No,Viaja_Raramente,1387,Investigación y Desarrollo,10,5,Medicina,1,1618,2,Masculino,76,3,2,Director de Manufactura,1,Casado,5377,3835,2,No,13,3,4,80,3,10,3,3,7,7,7,7
27,No,Viaja_Raramente,1302,Investigación y Desarrollo,19,3,Otro,1,1619,4,Masculino,67,2,1,Técnico de Laboratorio,1,Divorciado,4066,16290,1,No,11,3,1,80,2,7,3,3,7,7,0,7
35,No,Viaja_Raramente,819,Investigación y Desarrollo,18,5,Ciencias de la Vida,1,1621,2,Masculino,48,4,2,Cientí­fico de Investigación,1,Casado,5208,26312,1,No,11,3,4,80,0,16,2,3,16,15,1,10
28,No,Viaja_Raramente,580,Investigación y Desarrollo,27,3,Medicina,1,1622,2,Femenino,39,1,2,Director de Manufactura,1,Divorciado,4877,20460,0,No,21,4,2,80,1,6,5,2,5,3,0,0
21,No,Viaja_Raramente,546,Investigación y Desarrollo,5,1,Medicina,1,1623,3,Masculino,97,3,1,Cientí­fico de Investigación,4,Soltero,3117,26009,1,No,18,3,3,80,0,3,2,3,2,2,2,2
18,Si,Viaja_Frecuentemente,544,Ventas,3,2,Medicina,1,1624,2,Femenino,70,3,1,Representante de Ventas,4,Soltero,1569,18420,1,Si,12,3,3,80,0,0,2,4,0,0,0,0
47,No,Viaja_Raramente,1176,Recursos Humanos,26,4,Ciencias de la Vida,1,1625,4,Femenino,98,3,5,Gerente,3,Casado,19658,5220,3,No,11,3,3,80,1,27,2,3,5,2,1,0
39,No,Viaja_Raramente,170,Investigación y Desarrollo,3,2,Medicina,1,1627,3,Masculino,76,2,2,Técnico de Laboratorio,3,Divorciado,3069,10302,0,No,15,3,4,80,1,11,3,3,10,8,0,7
40,No,Viaja_Raramente,884,Investigación y Desarrollo,15,3,Ciencias de la Vida,1,1628,1,Femenino,80,2,3,Director de Manufactura,3,Casado,10435,25800,1,No,13,3,4,80,2,18,2,3,18,15,14,12
35,No,No_Viaja,208,Investigación y Desarrollo,8,4,Ciencias de la Vida,1,1630,3,Femenino,52,3,2,Representante de Salud,3,Casado,4148,12250,1,No,12,3,4,80,1,15,5,3,14,11,2,9
37,No,Viaja_Raramente,671,Investigación y Desarrollo,19,3,Ciencias de la Vida,1,1631,3,Masculino,85,3,2,Director de Manufactura,3,Casado,5768,26493,3,No,17,3,1,80,3,9,2,2,4,3,0,2
39,No,Viaja_Frecuentemente,711,Investigación y Desarrollo,4,3,Medicina,1,1633,1,Femenino,81,3,2,Director de Manufactura,3,Soltero,5042,3140,0,No,13,3,4,80,0,10,2,1,9,2,3,8
45,No,Viaja_Raramente,1329,Investigación y Desarrollo,2,2,Otro,1,1635,4,Femenino,59,2,2,Director de Manufactura,4,Divorciado,5770,5388,1,No,19,3,1,80,2,10,3,3,10,7,3,9
38,No,Viaja_Raramente,397,Investigación y Desarrollo,2,2,Medicina,1,1638,4,Femenino,54,2,3,Director de Manufactura,3,Casado,7756,14199,3,Si,19,3,4,80,1,10,6,4,5,4,0,2
35,Si,Viaja_Raramente,737,Ventas,10,3,Medicina,1,1639,4,Masculino,55,2,3,Ejecutivo de Ventas,1,Casado,10306,21530,9,No,17,3,3,80,0,15,3,3,13,12,6,0
37,No,Viaja_Raramente,1470,Investigación y Desarrollo,10,3,Medicina,1,1640,2,Femenino,71,3,1,Cientí­fico de Investigación,2,Casado,3936,9953,1,No,11,3,1,80,1,8,2,1,8,4,7,7
40,No,Viaja_Raramente,448,Investigación y Desarrollo,16,3,Ciencias de la Vida,1,1641,3,Femenino,84,3,3,Director de Manufactura,4,Soltero,7945,19948,6,Si,15,3,4,80,0,18,2,2,4,2,3,3
44,No,Viaja_Frecuentemente,602,Recursos Humanos,1,5,Recursos Humanos,1,1642,1,Masculino,37,3,2,Recursos Humanos,4,Casado,5743,10503,4,Si,11,3,3,80,0,14,3,3,10,7,0,2
48,No,Viaja_Frecuentemente,365,Investigación y Desarrollo,4,5,Medicina,1,1644,3,Masculino,89,2,4,Gerente,4,Casado,15202,5602,2,No,25,4,2,80,1,23,3,3,2,2,2,2
35,Si,Viaja_Raramente,763,Ventas,15,2,Medicina,1,1645,1,Masculino,59,1,2,Ejecutivo de Ventas,4,Divorciado,5440,22098,6,Si,14,3,4,80,2,7,2,2,2,2,2,2
24,No,Viaja_Frecuentemente,567,Investigación y Desarrollo,2,1,Grado Tí©cnico,1,1646,1,Femenino,32,3,1,Cientí­fico de Investigación,4,Soltero,3760,17218,1,Si,13,3,3,80,0,6,2,3,6,3,1,3
27,No,Viaja_Raramente,486,Investigación y Desarrollo,8,3,Medicina,1,1647,2,Femenino,86,4,1,Cientí­fico de Investigación,3,Casado,3517,22490,7,No,17,3,1,80,0,5,0,3,3,2,0,2
27,No,Viaja_Frecuentemente,591,Investigación y Desarrollo,2,3,Medicina,1,1648,4,Masculino,87,3,1,Cientí­fico de Investigación,4,Soltero,2580,6297,2,No,13,3,3,80,0,6,0,2,4,2,1,2
40,Si,Viaja_Raramente,1329,Investigación y Desarrollo,7,3,Ciencias de la Vida,1,1649,1,Masculino,73,3,1,Técnico de Laboratorio,1,Soltero,2166,3339,3,Si,14,3,2,80,0,10,3,1,4,2,0,3
29,No,Viaja_Raramente,469,Ventas,10,3,Medicina,1,1650,3,Masculino,42,2,2,Ejecutivo de Ventas,3,Soltero,5869,23413,9,No,11,3,3,80,0,8,2,3,5,2,1,4
36,No,Viaja_Raramente,711,Investigación y Desarrollo,5,4,Ciencias de la Vida,1,1651,2,Femenino,42,3,3,Representante de Salud,1,Casado,8008,22792,4,No,12,3,3,80,2,9,6,3,3,2,0,2
25,No,Viaja_Frecuentemente,772,Investigación y Desarrollo,2,1,Ciencias de la Vida,1,1653,4,Masculino,77,4,2,Director de Manufactura,3,Divorciado,5206,4973,1,No,17,3,3,80,2,7,6,3,7,7,0,7
39,No,Viaja_Raramente,492,Investigación y Desarrollo,12,3,Medicina,1,1654,4,Masculino,66,3,2,Director de Manufactura,2,Casado,5295,7693,4,No,21,4,3,80,0,7,3,3,5,4,1,0
49,No,Viaja_Raramente,301,Investigación y Desarrollo,22,4,Otro,1,1655,1,Femenino,72,3,4,Director de Investigación,2,Casado,16413,3498,3,No,16,3,2,80,2,27,2,3,4,2,1,2
50,No,Viaja_Raramente,813,Investigación y Desarrollo,17,5,Ciencias de la Vida,1,1656,4,Femenino,50,2,3,Director de Investigación,1,Divorciado,13269,21981,5,No,15,3,3,80,3,19,3,3,14,11,1,11
20,No,Viaja_Raramente,1141,Ventas,2,3,Medicina,1,1657,3,Femenino,31,3,1,Representante de Ventas,3,Soltero,2783,13251,1,No,19,3,1,80,0,2,3,3,2,2,2,2
34,No,Viaja_Raramente,1130,Investigación y Desarrollo,3,3,Ciencias de la Vida,1,1658,4,Femenino,66,3,2,Cientí­fico de Investigación,2,Divorciado,5433,19332,1,No,12,3,3,80,1,11,2,3,11,8,7,9
36,No,Viaja_Raramente,311,Investigación y Desarrollo,7,3,Ciencias de la Vida,1,1659,1,Masculino,77,3,1,Técnico de Laboratorio,2,Soltero,2013,10950,2,No,11,3,3,80,0,15,4,3,4,3,1,3
49,No,Viaja_Raramente,465,Investigación y Desarrollo,6,1,Ciencias de la Vida,1,1661,3,Femenino,41,2,4,Representante de Salud,3,Casado,13966,11652,2,Si,19,3,2,80,1,30,3,3,15,11,2,12
36,No,No_Viaja,894,Investigación y Desarrollo,1,4,Medicina,1,1662,4,Femenino,33,2,2,Director de Manufactura,3,Casado,4374,15411,0,No,15,3,3,80,0,4,6,3,3,2,1,2
36,No,Viaja_Raramente,1040,Investigación y Desarrollo,3,2,Ciencias de la Vida,1,1664,4,Masculino,79,4,2,Representante de Salud,1,Divorciado,6842,26308,6,No,20,4,1,80,1,13,3,3,5,4,0,4
54,No,Viaja_Raramente,584,Investigación y Desarrollo,22,5,Medicina,1,1665,2,Femenino,91,3,4,Gerente,3,Casado,17426,18685,3,No,25,4,3,80,1,36,6,3,10,8,4,7
43,No,Viaja_Raramente,1291,Investigación y Desarrollo,15,2,Ciencias de la Vida,1,1666,3,Masculino,65,2,4,Director de Investigación,3,Casado,17603,3525,1,No,24,4,1,80,1,14,3,3,14,10,6,11
35,Si,Viaja_Frecuentemente,880,Ventas,12,4,Otro,1,1667,4,Masculino,36,3,2,Ejecutivo de Ventas,4,Soltero,4581,10414,3,Si,24,4,1,80,0,13,2,4,11,9,6,7
38,No,Viaja_Frecuentemente,1189,Investigación y Desarrollo,1,3,Ciencias de la Vida,1,1668,4,Masculino,90,3,2,Cientí­fico de Investigación,4,Casado,4735,9867,7,No,15,3,4,80,2,19,4,4,13,11,2,9
29,No,Viaja_Raramente,991,Ventas,5,3,Medicina,1,1669,1,Masculino,43,2,2,Ejecutivo de Ventas,2,Divorciado,4187,3356,1,Si,13,3,2,80,1,10,3,2,10,0,0,9
33,No,Viaja_Raramente,392,Ventas,2,4,Medicina,1,1670,4,Masculino,93,3,2,Ejecutivo de Ventas,4,Divorciado,5505,3921,1,No,14,3,3,80,2,6,5,3,6,2,0,4
32,No,Viaja_Raramente,977,Investigación y Desarrollo,2,3,Medicina,1,1671,4,Masculino,45,3,2,Cientí­fico de Investigación,2,Divorciado,5470,25518,0,No,13,3,3,80,2,10,4,2,9,5,1,6
31,No,Viaja_Raramente,1112,Ventas,5,4,Ciencias de la Vida,1,1673,1,Femenino,67,3,2,Ejecutivo de Ventas,4,Casado,5476,22589,1,No,11,3,1,80,2,10,2,3,10,0,0,2
49,No,Viaja_Raramente,464,Investigación y Desarrollo,16,3,Medicina,1,1674,4,Femenino,74,3,1,Técnico de Laboratorio,1,Divorciado,2587,24941,4,Si,16,3,2,80,1,17,2,2,2,2,2,2
38,No,Viaja_Frecuentemente,148,Investigación y Desarrollo,2,3,Medicina,1,1675,4,Femenino,42,2,1,Técnico de Laboratorio,2,Soltero,2440,23826,1,No,22,4,2,80,0,4,3,3,4,3,3,3
47,No,Viaja_Raramente,1225,Ventas,2,4,Ciencias de la Vida,1,1676,2,Femenino,47,4,4,Gerente,2,Divorciado,15972,21086,6,No,14,3,3,80,3,29,2,3,3,2,1,2
49,No,Viaja_Raramente,809,Investigación y Desarrollo,1,3,Ciencias de la Vida,1,1677,3,Masculino,36,3,4,Gerente,3,Soltero,15379,22384,4,No,14,3,1,80,0,23,2,3,8,7,0,0
41,No,Viaja_Raramente,1206,Ventas,23,2,Ciencias de la Vida,1,1678,4,Masculino,80,3,3,Ejecutivo de Ventas,3,Soltero,7082,11591,3,Si,16,3,4,80,0,21,2,3,2,0,0,2
20,No,Viaja_Raramente,727,Ventas,9,1,Ciencias de la Vida,1,1680,4,Masculino,54,3,1,Representante de Ventas,1,Soltero,2728,21082,1,No,11,3,1,80,0,2,3,3,2,2,0,2
33,No,No_Viaja,530,Ventas,16,3,Ciencias de la Vida,1,1681,3,Femenino,36,3,2,Ejecutivo de Ventas,4,Divorciado,5368,16130,1,Si,25,4,3,80,1,7,2,3,6,5,1,2
36,No,Viaja_Raramente,1351,Investigación y Desarrollo,26,4,Ciencias de la Vida,1,1682,1,Masculino,80,3,2,Representante de Salud,3,Casado,5347,7419,6,No,14,3,2,80,2,10,2,2,3,2,0,2
44,No,Viaja_Raramente,528,Recursos Humanos,1,3,Ciencias de la Vida,1,1683,3,Femenino,44,3,1,Recursos Humanos,4,Divorciado,3195,4167,4,Si,18,3,1,80,3,8,2,3,2,2,2,2
23,Si,Viaja_Raramente,1320,Investigación y Desarrollo,8,1,Medicina,1,1684,4,Masculino,93,2,1,Técnico de Laboratorio,3,Soltero,3989,20586,1,Si,11,3,1,80,0,5,2,3,5,4,1,2
38,No,Viaja_Raramente,1495,Investigación y Desarrollo,4,2,Medicina,1,1687,4,Femenino,87,3,1,Técnico de Laboratorio,3,Casado,3306,26176,7,No,19,3,4,80,1,7,5,2,0,0,0,0
53,No,Viaja_Raramente,1395,Investigación y Desarrollo,24,4,Medicina,1,1689,2,Masculino,48,4,3,Representante de Salud,4,Casado,7005,3458,3,No,15,3,3,80,0,11,2,3,4,3,1,2
48,Si,Viaja_Frecuentemente,708,Ventas,7,2,Medicina,1,1691,4,Femenino,95,3,1,Representante de Ventas,3,Casado,2655,11740,2,Si,11,3,3,80,2,19,3,3,9,7,7,7
32,Si,Viaja_Raramente,1259,Investigación y Desarrollo,2,4,Ciencias de la Vida,1,1692,4,Masculino,95,3,1,Técnico de Laboratorio,2,Soltero,1393,24852,1,No,12,3,1,80,0,1,2,3,1,0,0,0
26,No,No_Viaja,786,Investigación y Desarrollo,7,3,Medicina,1,1693,4,Masculino,76,3,1,Técnico de Laboratorio,4,Soltero,2570,11925,1,No,20,4,3,80,0,7,5,3,7,7,5,7
55,No,Viaja_Raramente,1441,Investigación y Desarrollo,22,3,Grado Tí©cnico,1,1694,1,Masculino,94,2,1,Cientí­fico de Investigación,2,Divorciado,3537,23737,5,No,12,3,4,80,1,8,1,3,4,2,1,2
34,No,Viaja_Raramente,1157,Investigación y Desarrollo,5,2,Medicina,1,1696,2,Masculino,57,2,2,Técnico de Laboratorio,4,Casado,3986,11912,1,No,14,3,3,80,1,15,3,4,15,10,4,13
60,No,Viaja_Raramente,370,Investigación y Desarrollo,1,4,Medicina,1,1697,3,Masculino,92,1,3,Representante de Salud,4,Divorciado,10883,20467,3,No,20,4,3,80,1,19,2,4,1,0,0,0
33,No,Viaja_Raramente,267,Investigación y Desarrollo,21,3,Medicina,1,1698,2,Masculino,79,4,1,Técnico de Laboratorio,2,Casado,2028,13637,1,No,18,3,4,80,3,14,6,3,14,11,2,13
37,No,Viaja_Frecuentemente,1278,Ventas,1,4,Medicina,1,1700,3,Masculino,31,1,2,Ejecutivo de Ventas,4,Divorciado,9525,7677,1,No,14,3,3,80,2,6,2,2,6,3,1,3
34,No,Viaja_Raramente,678,Investigación y Desarrollo,19,3,Ciencias de la Vida,1,1701,2,Femenino,35,2,1,Cientí­fico de Investigación,4,Casado,2929,20338,1,No,12,3,2,80,0,10,3,3,10,9,8,7
23,Si,Viaja_Raramente,427,Ventas,7,3,Ciencias de la Vida,1,1702,3,Masculino,99,3,1,Representante de Ventas,4,Divorciado,2275,25103,1,Si,21,4,2,80,1,3,2,3,3,2,0,2
44,No,Viaja_Raramente,921,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,1703,3,Femenino,96,4,3,Representante de Salud,4,Casado,7879,14810,1,Si,19,3,2,80,1,9,2,3,8,7,6,7
35,No,Viaja_Frecuentemente,146,Investigación y Desarrollo,2,4,Medicina,1,1704,1,Masculino,79,2,1,Cientí­fico de Investigación,4,Soltero,4930,13970,0,Si,14,3,3,80,0,6,2,4,5,4,1,4
43,No,Viaja_Raramente,1179,Ventas,2,3,Medicina,1,1706,4,Masculino,73,3,2,Ejecutivo de Ventas,4,Casado,7847,6069,1,Si,17,3,1,80,1,10,3,3,10,9,8,8
24,No,Viaja_Raramente,581,Investigación y Desarrollo,9,3,Medicina,1,1707,3,Masculino,62,4,1,Cientí­fico de Investigación,3,Casado,4401,17616,1,No,16,3,4,80,1,5,1,3,5,3,0,4
