edad,renuncia,viajes,departamento,educacion,campo_de_educacion,satisfaccion_ambiente,genero,tarifa_por_hora,involucracion_laboral,rol_laboral,satisfaccion_laboral,estado_civil,ingreso_mensual,num_empresas_trabajadas,horas_extras,incremento_salarial_porcentaje,calificacion_de_rendimiento,antiguedad,entrenamientos,antiguedad_en_la_empresa,antiguedad_en_el_puesto,anios_desde_ultimo_ascenso,anios_con_actual_supervisor
40,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,2,Femenino,92,3,Director de Manufactura,1,Casado,6516,2,Si,16,3,18,3,1,0,0,0
24,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,2,Masculino,91,3,Técnico de Laboratorio,1,Divorciado,3907,1,No,13,3,6,2,6,2,1,2
46,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Masculino,34,3,Representante de Salud,2,Soltero,5562,6,No,14,3,19,3,10,7,0,9
35,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Masculino,49,3,Director de Manufactura,3,Casado,6883,2,No,16,3,17,3,7,7,0,7
30,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,2,Masculino,33,3,Cientí­fico de Investigación,4,Casado,2862,1,No,12,3,10,2,10,0,0,8
47,No,No_Viaja,Ventas,4,Mercadeo,3,Masculino,87,3,Ejecutivo de Ventas,2,Casado,4978,7,No,11,3,4,3,1,0,0,0
46,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,3,Masculino,74,3,Ejecutivo de Ventas,4,Divorciado,10368,4,Si,12,3,13,5,10,6,0,3
23,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,3,Femenino,51,3,Técnico de Laboratorio,2,Soltero,3295,1,No,13,3,3,3,3,2,1,2
31,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Grado Tí©cnico,4,Femenino,30,3,Director de Manufactura,4,Soltero,5238,2,No,20,4,9,3,5,4,1,4
39,No,No_Viaja,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,77,3,Técnico de Laboratorio,4,Casado,6472,1,Si,15,3,9,2,9,8,5,8
32,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,4,Masculino,80,1,Ejecutivo de Ventas,3,Casado,9610,3,No,13,3,10,2,4,3,0,2
40,No,Viaja_Raramente,Ventas,4,Medicina,2,Masculino,88,3,Gerente,2,Soltero,19833,1,No,14,3,21,3,21,8,12,8
45,No,Viaja_Raramente,Recursos Humanos,3,Ciencias de la Vida,3,Femenino,56,1,Recursos Humanos,3,Casado,9756,4,No,21,4,9,2,5,0,0,3
30,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Grado Tí©cnico,4,Femenino,78,2,Cientí­fico de Investigación,1,Soltero,4968,0,No,16,3,10,2,9,7,0,7
24,No,Viaja_Frecuentemente,Recursos Humanos,3,Medicina,1,Masculino,59,3,Recursos Humanos,4,Casado,2145,0,No,14,3,3,2,2,2,2,1
31,No,Viaja_Raramente,Ventas,3,Grado Tí©cnico,1,Masculino,51,3,Ejecutivo de Ventas,3,Casado,8346,1,No,19,3,6,3,5,2,0,2
27,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Femenino,67,3,Cientí­fico de Investigación,4,Soltero,3445,1,No,11,3,6,5,6,2,1,4
29,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,70,4,Representante de Salud,3,Soltero,6294,8,Si,12,3,10,5,3,2,0,2
30,No,Viaja_Raramente,Ventas,2,Mercadeo,3,Masculino,94,2,Ejecutivo de Ventas,1,Divorciado,7140,2,No,11,3,12,2,7,7,1,7
34,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,4,Masculino,97,4,Cientí­fico de Investigación,4,Casado,2932,0,Si,14,3,6,3,5,0,1,2
33,No,No_Viaja,Ventas,3,Mercadeo,4,Femenino,62,3,Ejecutivo de Ventas,2,Soltero,5147,8,No,15,3,13,2,11,7,1,7
49,No,Viaja_Raramente,Ventas,4,Mercadeo,4,Femenino,80,3,Ejecutivo de Ventas,4,Soltero,4507,3,No,12,3,8,1,5,1,0,4
38,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Medicina,3,Femenino,75,2,Técnico de Laboratorio,2,Casado,2468,4,No,14,3,9,4,6,1,0,5
29,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,4,Femenino,91,2,Cientí­fico de Investigación,1,Divorciado,2109,1,No,13,3,1,2,1,0,0,0
30,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,58,4,Representante de Salud,3,Casado,5294,3,No,16,3,10,3,7,0,1,7
32,No,No_Viaja,Investigación y Desarrollo,4,Grado Tí©cnico,2,Masculino,65,3,Cientí­fico de Investigación,2,Soltero,2718,2,No,14,3,12,3,7,7,0,7
38,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,2,Masculino,60,1,Representante de Salud,4,Casado,5811,3,Si,16,3,15,2,1,0,1,0
42,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,2,Masculino,57,3,Técnico de Laboratorio,2,Divorciado,2766,8,No,22,4,7,6,5,3,0,4
55,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Masculino,60,2,Director de Investigación,1,Casado,19038,8,No,12,3,34,2,1,0,0,0
33,No,No_Viaja,Investigación y Desarrollo,3,Grado Tí©cnico,4,Masculino,90,3,Cientí­fico de Investigación,2,Divorciado,3055,5,No,15,3,11,2,9,8,1,7
41,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Masculino,94,3,Técnico de Laboratorio,1,Divorciado,2289,1,No,20,4,5,2,5,3,0,4
34,No,No_Viaja,Ventas,3,Ciencias de la Vida,4,Masculino,87,3,Ejecutivo de Ventas,3,Divorciado,4001,1,Si,14,3,15,3,15,14,0,7
53,No,No_Viaja,Investigación y Desarrollo,4,Medicina,1,Femenino,60,2,Director de Manufactura,3,Casado,12965,4,Si,20,4,27,2,3,2,0,2
43,No,Viaja_Raramente,Recursos Humanos,3,Ciencias de la Vida,2,Masculino,97,3,Recursos Humanos,4,Soltero,3539,0,No,13,3,10,5,9,7,1,8
34,No,Viaja_Raramente,Ventas,2,Ciencias de la Vida,4,Femenino,32,1,Ejecutivo de Ventas,4,Soltero,6029,5,No,12,3,6,3,2,2,2,2
38,No,Viaja_Raramente,Investigación y Desarrollo,2,Otro,4,Femenino,40,2,Técnico de Laboratorio,3,Casado,3702,1,No,11,3,5,3,5,4,0,4
31,No,Viaja_Raramente,Ventas,4,Mercadeo,1,Femenino,91,2,Ejecutivo de Ventas,4,Casado,5468,1,No,14,3,13,3,12,7,5,7
51,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,1,Femenino,53,3,Gerente,3,Casado,13116,2,No,11,3,15,2,2,2,2,2
37,No,Viaja_Raramente,Ventas,2,Mercadeo,2,Masculino,46,2,Ejecutivo de Ventas,2,Casado,4189,1,No,14,3,5,2,5,2,0,3
46,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,3,Masculino,46,3,Director de Investigación,4,Divorciado,19328,7,Si,17,3,24,3,2,1,2,2
36,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,90,3,Representante de Salud,1,Casado,8321,7,Si,13,3,15,1,12,8,5,7
37,No,Viaja_Raramente,Recursos Humanos,2,Otro,3,Masculino,89,3,Recursos Humanos,2,Divorciado,4071,2,No,13,3,19,4,10,0,4,7
33,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Masculino,90,4,Cientí­fico de Investigación,1,Casado,3143,6,No,19,3,14,1,10,8,7,6
28,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,82,3,Cientí­fico de Investigación,4,Casado,2044,1,No,11,3,5,6,5,3,0,3
39,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,3,Masculino,65,3,Director de Investigación,3,Soltero,13464,7,No,21,4,9,3,4,3,2,2
46,No,No_Viaja,Ventas,2,Ciencias de la Vida,2,Masculino,98,2,Ejecutivo de Ventas,2,Soltero,7991,8,No,15,3,6,3,2,2,2,2
40,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,3,Femenino,99,3,Técnico de Laboratorio,1,Casado,3377,4,No,17,3,7,5,4,3,0,2
42,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,2,Masculino,95,4,Representante de Salud,1,Casado,5538,5,No,18,3,10,2,0,0,0,0
35,No,No_Viaja,Investigación y Desarrollo,2,Medicina,2,Masculino,90,3,Director de Manufactura,4,Divorciado,5762,2,No,14,3,15,6,7,7,1,7
38,No,No_Viaja,Recursos Humanos,3,Recursos Humanos,1,Masculino,100,3,Recursos Humanos,2,Divorciado,2592,5,No,13,3,13,3,11,10,3,8
39,No,Viaja_Frecuentemente,Ventas,3,Ciencias de la Vida,3,Masculino,83,3,Ejecutivo de Ventas,4,Divorciado,4127,2,No,18,3,7,6,2,1,2,2
43,No,No_Viaja,Investigación y Desarrollo,3,Ciencias de la Vida,1,Masculino,52,3,Cientí­fico de Investigación,3,Soltero,2438,4,No,13,3,7,2,3,2,1,2
41,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Masculino,85,4,Representante de Salud,2,Soltero,6870,3,No,12,3,11,3,3,2,1,2
41,No,Viaja_Raramente,Ventas,1,Mercadeo,3,Femenino,81,3,Ejecutivo de Ventas,3,Divorciado,10447,0,Si,13,3,23,3,22,14,13,5
30,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,1,Femenino,64,3,Director de Manufactura,3,Soltero,9667,9,No,14,3,9,3,7,7,0,2
40,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,52,3,Representante de Salud,4,Divorciado,6513,4,No,17,3,12,3,5,3,0,3
34,No,Viaja_Raramente,Ventas,2,Grado Tí©cnico,2,Masculino,92,4,Ejecutivo de Ventas,3,Casado,6799,1,No,21,4,10,5,10,8,4,8
58,No,No_Viaja,Ventas,3,Medicina,2,Masculino,52,3,Gerente,2,Divorciado,16291,4,No,22,4,37,0,16,9,14,14
35,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,2,Masculino,91,1,Técnico de Laboratorio,3,Casado,2705,0,No,16,3,6,2,5,4,0,3
47,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,92,2,Director de Manufactura,2,Divorciado,10333,8,Si,12,3,28,4,22,11,14,10
40,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Femenino,47,3,Representante de Salud,1,Divorciado,4448,2,No,12,3,15,3,7,4,7,7
54,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,4,Femenino,68,3,Cientí­fico de Investigación,4,Casado,6854,4,No,15,3,14,2,7,1,1,7
31,No,Viaja_Frecuentemente,Ventas,4,Mercadeo,1,Femenino,68,3,Ejecutivo de Ventas,1,Casado,9637,2,No,14,3,9,3,3,2,2,2
28,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Femenino,67,3,Cientí­fico de Investigación,1,Casado,3591,1,No,25,4,3,3,3,2,1,2
38,No,Viaja_Raramente,Ventas,4,Mercadeo,2,Femenino,77,1,Representante de Ventas,4,Casado,5405,2,Si,20,4,20,4,4,2,0,3
26,No,Viaja_Raramente,Ventas,3,Medicina,3,Masculino,46,3,Ejecutivo de Ventas,4,Soltero,4684,1,No,13,3,5,4,5,3,1,2
58,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,1,Masculino,87,3,Director de Investigación,3,Casado,15787,2,Si,14,3,23,3,2,2,2,2
18,No,No_Viaja,Investigación y Desarrollo,3,Medicina,2,Femenino,33,3,Cientí­fico de Investigación,3,Soltero,1514,1,No,16,3,0,4,0,0,0,0
45,No,No_Viaja,Ventas,4,Ciencias de la Vida,3,Femenino,67,3,Ejecutivo de Ventas,3,Casado,5154,4,No,22,4,10,3,8,7,5,7
36,No,Viaja_Raramente,Investigación y Desarrollo,4,Otro,4,Femenino,73,3,Cientí­fico de Investigación,2,Casado,6962,4,Si,22,4,15,2,1,0,0,0
43,No,Viaja_Frecuentemente,Ventas,4,Ciencias de la Vida,1,Masculino,92,3,Ejecutivo de Ventas,4,Casado,5675,1,No,20,4,7,5,7,7,7,7
27,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Femenino,53,3,Técnico de Laboratorio,4,Soltero,2379,0,Si,14,3,6,3,5,4,0,2
29,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Medicina,4,Masculino,40,3,Técnico de Laboratorio,4,Casado,3812,1,No,13,3,11,3,11,8,3,10
32,No,Viaja_Frecuentemente,Ventas,4,Mercadeo,4,Masculino,79,3,Ejecutivo de Ventas,4,Soltero,4648,8,No,13,3,4,2,0,0,0,0
42,No,No_Viaja,Investigación y Desarrollo,4,Grado Tí©cnico,3,Masculino,38,3,Cientí­fico de Investigación,3,Casado,2936,3,No,22,4,10,1,6,3,3,3
47,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,2,Femenino,64,3,Técnico de Laboratorio,3,Soltero,2105,4,No,12,3,7,2,2,2,2,0
46,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Masculino,82,3,Director de Manufactura,4,Divorciado,8578,3,No,14,3,12,4,9,8,4,7
28,No,No_Viaja,Recursos Humanos,2,Ciencias de la Vida,3,Masculino,43,3,Recursos Humanos,4,Divorciado,2706,1,No,15,3,3,2,3,2,2,2
29,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,4,Masculino,93,1,Representante de Salud,3,Divorciado,6384,8,No,17,3,11,3,7,0,1,6
42,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,81,3,Técnico de Laboratorio,3,Soltero,3968,4,No,13,3,8,3,0,0,0,0
46,No,Viaja_Raramente,Ventas,3,Grado Tí©cnico,1,Femenino,45,4,Ejecutivo de Ventas,1,Divorciado,13225,2,No,12,3,25,5,19,17,2,8
27,No,Viaja_Raramente,Ventas,1,Medicina,2,Femenino,36,2,Representante de Ventas,3,Casado,3540,1,No,21,4,9,5,9,8,5,8
29,No,Viaja_Raramente,Recursos Humanos,1,Medicina,4,Masculino,87,2,Recursos Humanos,2,Casado,2804,1,No,11,3,1,3,1,0,0,0
43,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,1,Femenino,81,2,Gerente,3,Casado,19392,7,No,13,3,21,2,16,12,6,14
48,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,91,2,Director de Investigación,2,Casado,19665,4,No,12,3,29,3,22,10,12,9
27,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Femenino,77,2,Cientí­fico de Investigación,1,Casado,4774,0,No,19,3,8,2,7,6,7,3
39,No,Viaja_Raramente,Investigación y Desarrollo,4,Otro,4,Masculino,41,3,Cientí­fico de Investigación,4,Divorciado,3902,8,No,14,3,7,2,2,2,2,2
55,No,Viaja_Raramente,Investigación y Desarrollo,4,Grado Tí©cnico,2,Masculino,98,2,Cientí­fico de Investigación,4,Casado,2662,8,No,20,4,19,2,5,2,0,4
28,No,Viaja_Raramente,Ventas,3,Medicina,2,Femenino,78,3,Representante de Ventas,2,Casado,2856,1,No,19,3,1,3,1,0,0,0
36,No,Viaja_Raramente,Ventas,4,Grado Tí©cnico,2,Femenino,63,2,Ejecutivo de Ventas,3,Casado,5673,1,Si,13,3,10,4,10,9,1,7
31,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Masculino,89,3,Técnico de Laboratorio,3,Divorciado,4197,1,No,11,3,10,2,10,8,0,2
34,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,3,Masculino,64,3,Ejecutivo de Ventas,4,Casado,9713,2,Si,13,3,9,3,5,3,1,0
29,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,59,3,Técnico de Laboratorio,1,Soltero,2062,3,No,14,3,11,2,3,2,1,2
37,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,4,Masculino,78,3,Cientí­fico de Investigación,1,Casado,4284,5,Si,22,4,16,2,5,3,0,4
35,No,Viaja_Raramente,Investigación y Desarrollo,2,Otro,4,Femenino,44,2,Director de Manufactura,2,Casado,4788,0,Si,11,3,4,2,3,2,0,2
45,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,2,Femenino,93,2,Director de Manufactura,4,Casado,5906,0,No,13,3,10,2,9,8,3,8
36,No,Viaja_Frecuentemente,Recursos Humanos,1,Recursos Humanos,2,Masculino,94,2,Recursos Humanos,4,Soltero,3886,1,No,21,4,10,2,10,1,0,8
40,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,1,Masculino,98,3,Gerente,1,Divorciado,16823,2,No,11,3,22,3,19,7,11,16
26,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,2,Femenino,90,2,Cientí­fico de Investigación,3,Casado,2933,1,Si,13,3,1,3,1,0,1,0
27,No,Viaja_Raramente,Ventas,2,Medicina,1,Femenino,89,4,Ejecutivo de Ventas,3,Soltero,6500,0,No,14,3,9,5,8,7,0,7
48,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Medicina,4,Femenino,58,3,Gerente,4,Divorciado,17174,3,No,11,3,24,3,22,17,4,7
44,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,2,Masculino,78,4,Representante de Salud,1,Casado,5033,2,No,15,3,10,5,2,0,2,2
36,No,Viaja_Raramente,Ventas,2,Mercadeo,3,Masculino,33,2,Ejecutivo de Ventas,2,Casado,5507,2,No,16,3,12,1,4,2,1,3
41,No,Viaja_Raramente,Ventas,3,Mercadeo,3,Femenino,54,3,Ejecutivo de Ventas,2,Casado,4393,5,No,21,4,14,3,5,4,1,4
42,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Masculino,83,3,Director de Investigación,1,Casado,13348,9,No,13,3,18,3,13,7,5,7
31,No,Viaja_Raramente,Ventas,2,Medicina,3,Femenino,86,3,Ejecutivo de Ventas,4,Divorciado,6583,2,Si,11,3,8,2,5,2,1,4
34,No,Viaja_Raramente,Ventas,1,Medicina,4,Femenino,75,2,Ejecutivo de Ventas,4,Casado,8103,3,Si,12,3,9,3,4,2,0,1
31,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,1,Femenino,62,4,Técnico de Laboratorio,3,Divorciado,3978,8,No,12,3,4,0,2,2,2,2
26,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Otro,3,Masculino,61,4,Técnico de Laboratorio,4,Casado,2544,0,No,18,3,8,3,7,7,7,7
45,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Medicina,2,Masculino,44,3,Representante de Salud,3,Soltero,5399,4,No,12,3,12,3,4,2,0,3
33,No,Viaja_Raramente,Ventas,4,Mercadeo,2,Masculino,43,3,Ejecutivo de Ventas,3,Soltero,5487,1,No,14,3,10,2,10,4,0,9
28,No,Viaja_Frecuentemente,Ventas,2,Ciencias de la Vida,3,Masculino,42,2,Ejecutivo de Ventas,4,Casado,6834,1,Si,12,3,7,2,7,7,0,7
39,No,No_Viaja,Ventas,4,Ciencias de la Vida,1,Femenino,32,1,Ejecutivo de Ventas,3,Casado,5736,6,No,19,3,10,1,3,2,1,2
27,No,Viaja_Raramente,Investigación y Desarrollo,4,Grado Tí©cnico,2,Masculino,41,3,Cientí­fico de Investigación,2,Casado,2226,1,No,11,3,6,3,5,3,1,2
34,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Otro,3,Masculino,86,2,Cientí­fico de Investigación,4,Casado,5747,1,Si,15,3,16,3,15,10,6,11
47,No,No_Viaja,Investigación y Desarrollo,4,Grado Tí©cnico,3,Masculino,64,3,Cientí­fico de Investigación,2,Casado,5467,8,No,18,3,16,4,8,7,1,7
56,No,Viaja_Raramente,Ventas,5,Mercadeo,4,Femenino,89,2,Ejecutivo de Ventas,1,Casado,5380,4,No,16,3,6,3,0,0,0,0
39,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,1,Masculino,87,3,Director de Manufactura,1,Casado,5151,1,No,25,4,10,3,10,0,7,9
38,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Medicina,4,Femenino,58,2,Cientí­fico de Investigación,2,Divorciado,2133,1,Si,16,3,20,3,20,11,0,7
58,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,4,Femenino,72,3,Gerente,4,Casado,17875,4,Si,13,3,29,2,1,0,0,0
38,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,2,Masculino,71,3,Cientí­fico de Investigación,4,Divorciado,4771,2,No,19,3,10,0,5,2,0,3
49,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Ciencias de la Vida,2,Masculino,42,3,Director de Investigación,4,Casado,19161,3,No,15,3,28,3,5,4,4,3
42,No,Viaja_Raramente,Ventas,4,Mercadeo,2,Masculino,77,3,Ejecutivo de Ventas,4,Divorciado,5087,3,Si,12,3,14,4,0,0,0,0
35,No,Viaja_Raramente,Ventas,4,Medicina,2,Masculino,71,3,Ejecutivo de Ventas,1,Casado,5561,0,No,16,3,6,2,5,3,0,4
28,No,No_Viaja,Investigación y Desarrollo,3,Medicina,3,Masculino,49,3,Cientí­fico de Investigación,3,Soltero,2144,1,No,14,3,5,3,5,3,1,4
31,No,No_Viaja,Investigación y Desarrollo,2,Medicina,3,Masculino,48,3,Cientí­fico de Investigación,1,Divorciado,3065,1,Si,13,3,4,3,4,2,2,3
36,No,No_Viaja,Investigación y Desarrollo,4,Ciencias de la Vida,1,Masculino,66,4,Técnico de Laboratorio,2,Casado,2810,1,No,22,4,5,3,5,4,0,2
34,No,Viaja_Raramente,Ventas,3,Mercadeo,1,Masculino,32,3,Ejecutivo de Ventas,4,Soltero,9888,1,No,21,4,14,3,14,8,2,1
34,No,Viaja_Raramente,Ventas,4,Medicina,4,Masculino,39,3,Ejecutivo de Ventas,3,Divorciado,8628,1,No,18,3,9,2,8,7,1,1
26,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Masculino,95,3,Técnico de Laboratorio,1,Soltero,2867,0,No,13,3,8,6,7,7,7,6
29,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Masculino,89,3,Representante de Salud,1,Casado,5373,0,No,12,3,6,5,5,3,0,2
32,No,No_Viaja,Investigación y Desarrollo,4,Medicina,3,Femenino,34,3,Representante de Salud,4,Divorciado,6667,5,No,18,3,9,6,5,1,1,2
31,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,48,1,Cientí­fico de Investigación,1,Casado,5003,1,No,21,4,10,6,10,8,8,7
38,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,1,Masculino,59,2,Representante de Ventas,1,Soltero,2858,4,No,14,3,20,3,1,0,0,0
35,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,3,Femenino,55,3,Ejecutivo de Ventas,4,Casado,5204,1,Si,11,3,10,2,10,8,0,9
27,No,Viaja_Raramente,Ventas,3,Mercadeo,4,Masculino,44,3,Ejecutivo de Ventas,4,Soltero,4105,1,No,14,3,7,5,7,7,0,7
32,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Masculino,56,2,Director de Manufactura,4,Soltero,9679,8,No,24,4,8,1,1,0,0,0
54,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,1,Femenino,67,3,Cientí­fico de Investigación,3,Casado,2897,3,No,11,3,9,6,4,3,2,3
33,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Masculino,36,3,Representante de Salud,3,Divorciado,5968,1,No,20,4,9,2,9,7,2,8
43,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Masculino,30,3,Representante de Salud,3,Casado,7510,1,No,17,3,10,1,10,9,0,9
38,No,Viaja_Frecuentemente,Recursos Humanos,4,Otro,4,Masculino,88,3,Recursos Humanos,2,Casado,2991,0,Si,11,3,7,2,6,2,1,2
55,No,Viaja_Raramente,Recursos Humanos,4,Recursos Humanos,3,Masculino,71,4,Gerente,2,Casado,19636,4,Si,18,3,35,0,10,9,1,4
31,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,4,Femenino,59,1,Técnico de Laboratorio,4,Divorciado,1129,1,Si,11,3,1,4,1,0,0,0
39,No,Viaja_Raramente,Ventas,4,Mercadeo,2,Masculino,77,3,Ejecutivo de Ventas,1,Soltero,13341,0,No,12,3,21,3,20,8,11,10
42,No,No_Viaja,Investigación y Desarrollo,2,Ciencias de la Vida,4,Masculino,37,2,Cientí­fico de Investigación,3,Soltero,4332,1,No,12,3,20,2,20,9,3,7
31,No,No_Viaja,Investigación y Desarrollo,3,Medicina,3,Femenino,40,3,Director de Investigación,3,Casado,11031,4,No,20,4,13,2,11,7,4,8
54,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Femenino,77,3,Director de Manufactura,1,Soltero,4440,6,Si,19,3,9,3,5,2,1,4
24,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,2,Masculino,45,2,Representante de Salud,3,Soltero,4617,1,No,12,3,4,2,4,3,1,2
23,No,Viaja_Raramente,Investigación y Desarrollo,2,Otro,4,Masculino,78,3,Técnico de Laboratorio,4,Soltero,2647,1,No,13,3,5,6,5,2,1,4
40,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Grado Tí©cnico,4,Femenino,73,3,Técnico de Laboratorio,3,Casado,6323,1,No,11,3,10,2,10,9,9,4
40,No,Viaja_Raramente,Ventas,2,Mercadeo,2,Femenino,92,3,Ejecutivo de Ventas,2,Casado,5677,3,No,14,3,15,4,11,8,5,10
25,No,Viaja_Raramente,Recursos Humanos,3,Recursos Humanos,3,Femenino,82,3,Recursos Humanos,2,Casado,2187,4,No,14,3,6,3,2,0,1,2
30,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,4,Masculino,76,3,Técnico de Laboratorio,2,Casado,3748,1,No,13,3,12,6,12,8,1,7
25,No,Viaja_Raramente,Investigación y Desarrollo,1,Otro,4,Masculino,57,3,Técnico de Laboratorio,3,Divorciado,3977,6,Si,19,3,7,2,2,2,0,2
47,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,1,Masculino,84,3,Representante de Salud,3,Soltero,8633,2,No,23,4,25,3,17,14,12,11
33,No,No_Viaja,Investigación y Desarrollo,2,Medicina,2,Masculino,59,2,Técnico de Laboratorio,3,Divorciado,2008,1,No,12,3,1,2,1,1,0,0
38,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,4,Masculino,86,3,Ejecutivo de Ventas,2,Casado,4440,0,No,15,3,16,3,15,13,5,8
31,No,Viaja_Raramente,Ventas,2,Ciencias de la Vida,1,Masculino,54,3,Representante de Ventas,3,Casado,3067,0,No,19,3,3,1,2,2,1,2
38,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,1,Masculino,72,2,Director de Manufactura,3,Casado,5321,2,No,11,3,10,1,8,3,7,7
42,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Masculino,35,3,Cientí­fico de Investigación,1,Divorciado,5410,6,Si,17,3,9,3,4,3,1,2
